title,url,image url,description,verdict,pros,cons,price
iOS 10 ,https://www.techadvisor.com/review/ios-10-review-3646285/,https://www.techadvisor.com/cmsdata/reviews/3646285/ios_10_intro01_thumb800.jpg,"iOS 10 is a free update for iPhones and iPads, and unless yours is more than around three years old, it should be compatible. Should you upgrade? Are the new features in iOS 10 worth updating? Find out in our iOS 10 review.","As ever, only the most recent iPhones and iPads will get the full complement of features and it’s a shame that raise-to-wake isn’t coming to more devices. But all iOS 10-capable iPhones and iPads will get the big app updates, and Memories in Photos, plus the huge update to Messages are well worth having. Of course, this is just the start for iOS 10. App developers will be adding support for Siri, and plenty more Homekit gadgets will go on sale over the next 12 months to use with the new Home app. Apps will also arrive for the iMessage app store, so while you’re free to stick with iOS 9, you will miss out on quite a few fun features. Performance on the oldest devices remains to be seen, so if you have an iPhone 5 or 5C, or iPad mini 2 or iPad 4 it’s probably worth holding on until other people take the risk for you. If the general consensus is that these devices can cope with iOS 10, that’s the time to hit the Install button. It takes a while to get used to pressing Home to unlock, but it's certainly not a deal-breaker, and shouldn't be a sticking point if you're worried about updating",,,
Gigabyte P57x V6-CF2 ,https://www.techadvisor.com/review/gigabyte-p57x-v6-cf2-review-3646313/,https://www.techadvisor.com/cmsdata/reviews/3646313/gigabyte-p57-review-main_thumb800.jpg,"One of the first gaming laptops to feature the powerful Nvidia GTX 1070 graphics card, but should you buy it? Find out in our Gigabyte P57x V6-CF2 review.",,,,$1889
Apple Watch vs Sony Smartwatch 3 and Moto 360 Sport,https://www.techadvisor.com/review/apple-watch-vs-sony-smartwatch-3-moto-360-sport-3646254/,https://www.techadvisor.com/cmsdata/reviews/3646254/apple_watch_lifestyle_settings2_thumb800.jpg,"Apple, Sony and Motorola manufacture smartwatches, but it's hard to choose between the three. We compare the three by price, functionality and features. Here is how the Apple Watch, Sony Smartwatch 3 and Moto 360 Sport compare against each other.","The new Apple Watch Series 2 offers fantastic build quality and is fully waterproof, but if you've got an Android phone, not planning on a swim with a smartwatch and want to save yourself some pennies, the Sony SmartWatch 3 and Moto 360 Sport are fantastic alternatives.",,,From $369
iPhone 6S Plus ,https://www.techadvisor.com/review/iphone-6s-plus-review-3627532/,,"It may not slip off the tongue as easily as iPhone 6 Plus, but the 6S Plus is better in almost every way. And now the iPhone 7 is out, the 6S Plus is a better deal. Find out why in our iPhone 6S Plus review","The iPhone 6S Plus is a remarkable phone, and it's still a fantastic phone 12 months on. The 16GB model has finally been banished and the new minimum storage of 32GB should be workable for a lot of people. 3D Touch can sound gimmicky, but it’s absolutely not. It requires effort to force yourself to use it to begin with, but it quickly becomes second nature and app developers have put it to use in apps and games.",,,$549 (32GB); $649 (128GB)
Asus ROG Strix Radeon RX 470 04G ,https://www.techadvisor.com/review/asus-rog-strix-radeon-rx-470-04g-review-3646225/,https://www.techadvisor.com/cmsdata/reviews/3646225/asus-strix-rx-470-review_thumb800.jpg,"The RX 470 is one of the cheapest latest-generation graphics cards, and it's a good buy for some gamers. To find out if it's the right upgrade for your gaming rig, read our Asus ROG Strix Radeon RX 470 04G review","The Asus ROG Strix RX 470 O4G Is a highly competent, modern graphics card for 1080p gaming with cool quiet fans, factory-overclocked performance and many desirable custom features. It’s very affordable too, but keep a look out for 4GB RX 480 cards which can offer better performance for only a little more cash.",,,199.99
HP Envy 15 ,https://www.techadvisor.com/review/hp-envy-15-review-3646315/,https://www.techadvisor.com/cmsdata/reviews/3646315/hp-envy-15-review_thumb800.jpg,"HP's Envy 15 is a practical, reasonably powerful and good-looking laptop at a good price: it's a solid laptop choice. Find out more in our HP Envy 15 review.",,,,
Dell Inspiron 13 5000 ,https://www.techadvisor.com/review/dell-inspiron-13-5000-review-3646370/,https://www.techadvisor.com/cmsdata/reviews/3646370/13-5000-4_thumb800.jpg,The Dell Inspiron 13 5000 is a powerful ultraportable laptop that makes the MacBook Air look past it. Read our Dell Inspiron 13 5000 review.,,,,
Bush Spira E3X Argos phone ,https://www.techadvisor.com/review/bush-spira-e3x-argos-phone-review-3646367/,https://www.techadvisor.com/cmsdata/reviews/3646367/bush_argos_phone_ii_thumb800.jpg,"The Bush Spira E3X is a £199 smartphone available only at Argos. It has a great specification for the price, and looks like a good cheap Android phone. We tested the Bush Spira E3X 5.5"" Argos phone to see if it is a good deal. Here's our Bush Spira E3X Argos phone review.","If you want to buy a smartphone outright for less than £200 the Bush Spira E3X from Argos is an excellent choice. It isn't the most stylish, but it's not ugly. And it is built to last. Performance is the biggest weakness, but it is okay. And the software, battery life and camera options are about as good as you get these days, without shelling out for a £700 phone. A good, cheap smartphone.",,,n/a
HP Envy x360 15 ,https://www.techadvisor.com/review/hp-envy-x360-15-review-3646322/,https://www.techadvisor.com/cmsdata/reviews/3646322/hp_spectre_x360_front_2_800_thumb800.jpg,"We review the HP Envy x360 15, the large-screen laptop that is also a flexible hybrid with a 360-degree hinge. HP Envy x360 15 review.",,,,
"No Man’s Sky : Technically amazing, but a weak storyline",https://www.techadvisor.com/review/no-mans-sky-review-no-mans-sky-ps4-review-no-mans-sky-pc-review-3646410/,https://www.techadvisor.com/cmsdata/reviews/3646410/ss_7eb0a939dceb274d072b62156028ffa337ac9abc_1920x1080_thumb800.jpg,"No Man’s Sky is quite possibly the most hyped game of recent years, offering users the ability to explore a universe of 18 quintillion planet-sized planets, each with unique plant and wildlife. However, many gamers hopes were crushed after the game launched, claiming it wasn’t as advertised. Is No Man’s Sky really that bad, or are people exaggerating? We’ve spent a bit of time on No Man’s Sky over the past month, and here’s what we think.","No Man’s Sky is a confusing game to say the least. The four pillars of the game – survival, exploration, trading and combat – provide players with a lot to do, from upgrading your ship, equipment and exosuit to discovering exotic, out of this world animals and everything in between, but it lacks a certain something to make gamers come back.",,,$24.99
IMO S budget smartphone ,https://www.techadvisor.com/review/imo-s-budget-smartphone-review-virgin-3646569/,https://www.techadvisor.com/cmsdata/reviews/3646569/imo_s_ereview08_thumb800.jpg,"Verve Connect, Vigin Media's parent company, has released this phone with IMO, a young smartphone company. The IMO S is a sub-£100 smartphone vying for attention at the lower end of the market. We see if it's one of the best budget smartphones.","As far as affordable smartphones go, the IMO S gets it right by running close to stock Android, letting you enjoy a wealth of apps and content for as little as £8.50 per month. In terms of performance it is perfectly acceptable for the price you pay - just be warned that it is quite underpowered, and the SIM-free price of £99.99 is a bit too steep. If you really want to spend £100 or less on a smartphone, you should also consider the Vodafone Smart Prime 7 or Moto E, as they are better performers with an RRP of £80 each.",,,
Meizu M3 Max : A big-screen Android phone under £200,https://www.techadvisor.com/review/meizu-m3-max-review-big-screen-android-phone-under-200-3652063/,https://www.techadvisor.com/cmsdata/reviews/3652063/meizu_m3_max_review01_thumb800.jpg,"A 6in big-screen Android phone with a sub-£200 price tag, the Meizu M3 Max should be a great buy - but is it? We find out in our Meizu M3 Max review.",,,,229.99
Final Audio Design Sonorous III ,https://www.techadvisor.com/review/final-audio-design-sonorous-iii-review-3646422/,https://www.techadvisor.com/cmsdata/reviews/3646422/final_sonorous_iii_-_review_thumb800.jpg,"The Final Audio Design Sonorous III are no slouch for sound. At £299 the headphones are expensive, but with fantastic sonic capabilities and design the Sonorous III are cans to be admired. Read our review to find out how they compare to competitors.","If you're looking for a set of headphones to use at home, the Final Audio Design Sonorous III provides fantastic sonic capabilities, while also incorporating good looking design. They are very heavy though and thin headband padding makes them uncomfortable for long sessions.",,,$399
